Edad,Ingreso_Mensual,Deuda_Total,Historial_Credito,Numero_Prestamos,Ratio_Deuda_Ingreso,Ingreso_Anual,Riesgo_Financiero,Moroso,Ingreso_Mensual_Normalizado,Deuda_Total_Normalizada
22,11768,18686,Malo,4,1.5878653976886472,141216,Alto,1,0.9786071494721245,0.36757630887406506
69,8260,10390,Malo,5,1.257869249394673,99120,Alto,1,0.6537321726245602,0.1998787143723469
30,8591,8239,Bueno,5,0.9590268886043534,103092,Alto,1,0.6843859974069273,0.15639781685870224
31,5365,14944,Malo,2,2.785461323392358,64380,Alto,1,0.38562696795702905,0.2919345057610673
34,7718,20998,Bueno,0,2.720653018916818,92616,Alto,1,0.6035376921652158,0.4143117040630685
69,3929,6916,Bueno,0,1.7602443369814202,47148,Alto,1,0.2526393776625301,0.1296543359611886
26,2501,10189,Regular,5,4.0739704118352655,30012,Alto,1,0.12039266530839045,0.19581564584596725
20,2019,12985,Bueno,0,6.431401684001981,24228,Alto,1,0.07575476940174107,0.2523347483323226
22,11978,5725,Bueno,5,0.4779595925864084,143736,Bajo,0,0.9980551954065568,0.10557913887204365
50,4646,12146,Bueno,1,2.614291863969006,55752,Alto,1,0.31904056306723466,0.2353749747321609
21,5654,22714,Bueno,0,4.017332861690838,67848,Alto,1,0.41239118355250975,0.4489993935718617
36,5480,39529,Bueno,1,7.213321167883212,65760,Alto,1,0.3962770883496944,0.7889023650697392
51,1268,6659,Regular,4,5.2515772870662465,15216,Alto,1,0.00620485275050936,0.12445926824337981
43,10320,49429,Regular,2,4.789631782945737,123840,Alto,1,0.8445082422670865,0.9890236506973924
21,11420,34507,Regular,0,3.021628721541156,137040,Alto,1,0.9463789590664939,0.6873862947240752
28,4220,32864,Bueno,2,7.787677725118483,50640,Alto,1,0.27958881274310055,0.654174247018395
59,11667,39654,Bueno,2,3.398817176652096,140004,Alto,1,0.969253565475088,0.7914291489791793
49,9662,6217,Bueno,5,0.6434485613744566,115944,Alto,0,0.7835710316725321,0.11552456033959975
56,7255,21774,Malo,1,3.0012405237767057,87060,Alto,1,0.5606593813669198,0.4299979785728724
65,2421,28181,Bueno,6,11.64023130937629,29052,Alto,1,0.1129838859047972,0.5595108146351324
28,10609,14222,Malo,7,1.3405599019700254,127308,Alto,1,0.8712724578625672,0.27733980190014146
65,3095,24896,Bueno,6,8.043941841680128,37140,Alto,1,0.17540285238007036,0.4931069334950475
42,10105,33870,Bueno,3,3.3518060366155367,121260,Alto,1,0.8245971476199296,0.6745098039215687
22,9966,16892,Malo,1,1.6949628737708209,119592,Alto,1,0.8117243934061864,0.33131190620578127
69,7931,8268,Regular,0,1.042491489093431,95172,Alto,1,0.6232635673272828,0.15698403072569234
27,2139,49868,Regular,2,23.31369798971482,25668,Alto,1,0.08686793850713097,0.9978977157873459
32,9512,41274,Bueno,7,4.339150546677881,114144,Alto,1,0.7696795702907946,0.8241762684455225
26,9919,1967,Bueno,3,0.19830628087508823,119028,Bajo,0,0.8073717355065754,0.029613907418637557
32,8254,9662,Bueno,2,1.1705839592924643,99048,Alto,1,0.6531765141692907,0.18516272488376795
43,10170,30721,Regular,4,3.020747295968535,122040,Alto,1,0.8306167808853492,0.6108550636749546
53,1974,12960,Bueno,4,6.565349544072948,23688,Alto,1,0.07158733098721985,0.2518293915504346
42,3232,31891,Malo,2,9.867264851485148,38784,Alto,1,0.18809038710872383,0.6345057610673135
47,11066,48882,Malo,4,4.41731429604193,132792,Alto,1,0.9135951102055937,0.9779664443096826
22,8078,40193,Regular,1,4.9756127754394655,96936,Alto,1,0.6368771994813855,0.8023246411966849
56,8710,14738,Bueno,5,1.6920780711825487,104520,Alto,1,0.6954065567697723,0.28777036587831006
57,5846,39274,Regular,2,6.718097844680123,70152,Alto,1,0.4301722541211335,0.7837477258944815
27,11594,25333,Regular,0,2.185009487666034,139128,Alto,1,0.9624930542693091,0.50194057004245
54,6155,11189,Malo,2,1.8178716490658002,73860,Alto,1,0.4587886645675125,0.21602991712148778
63,9204,3922,Regular,2,0.42611907866145154,110448,Bajo,0,0.7411557695869606,0.06913280776228016
30,10152,1046,Bueno,0,0.10303388494877856,121824,Bajo,0,0.8289498055195407,0.010996563573883159
30,9742,1007,Bueno,5,0.10336686512009854,116904,Bajo,0,0.7909798110761252,0.010208206994137861
39,6065,48328,Bueno,0,7.968342951360264,72780,Alto,1,0.45045378773847006,0.9667677380230443
30,8306,23320,Regular,4,2.807608957380207,99672,Alto,1,0.6579922207816262,0.46124924196482714
21,8360,14582,Regular,3,1.7442583732057417,100320,Alto,1,0.6629931468790518,0.2846169395593289
23,2317,5246,Bueno,3,2.264134656883902,27804,Alto,1,0.10335247268012594,0.09589650293106933
47,5009,25559,Bueno,1,5.102615292473548,60108,Alto,1,0.35265789961103905,0.5065089953507176
34,6992,10998,Bueno,5,1.5729405034324944,83904,Alto,1,0.536303019077607,0.21216899130786335
64,5104,8627,Regular,7,1.6902429467084639,61248,Alto,1,0.36145582515280605,0.1642409541136042
27,1234,5600,Malo,1,4.538087520259319,14808,Alto,1,0.003056121503982226,0.10305235496260359
64,6660,6685,Malo,4,1.0037537537537538,79920,Alto,1,0.505556584552695,0.12498483929654335
39,5132,18974,Bueno,0,3.697194076383476,61584,Alto,1,0.3640488979440637,0.37339801900141495
45,3035,32585,Bueno,3,10.73640856672158,36420,Alto,1,0.16984626782737544,0.6485344653325248
30,7979,29980,Regular,7,3.75736307807996,95748,Alto,1,0.6277088349694389,0.5958762886597938
42,4230,23017,Malo,1,5.441371158392435,50760,Alto,1,0.28051491016854974,0.45512431776834444
31,9556,49310,Bueno,4,5.160108832147342,114672,Alto,1,0.773754398962771,0.9866181524156055
59,4688,28024,Regular,2,5.977815699658703,56256,Alto,1,0.32293017225412113,0.5563371740448757
64,7912,48399,Malo,5,6.11716380182002,94944,Alto,1,0.6215039822189294,0.9682029512836062
50,8738,30101,Bueno,0,3.4448386358434426,104856,Alto,1,0.6979996295610299,0.5983222154841318
35,1978,34801,Bueno,4,17.59403437815976,23736,Alto,1,0.07195776995739951,0.6933292904790782
45,8388,47077,Regular,4,5.612422508345255,100656,Alto,1,0.6655862196703094,0.9414796846573681
60,9587,34940,Regular,4,3.6445186189631795,115044,Alto,1,0.7766253009816633,0.6961390741863756
35,11705,43608,Bueno,2,3.7255873558308417,140460,Alto,1,0.9727727356917948,0.8713563776025874
48,5261,43545,Malo,4,8.276943546854211,63132,Alto,1,0.37599555473235785,0.8700828785122297
30,6421,8153,Bueno,6,1.26973991590095,77052,Alto,1,0.48342285608446006,0.15465938952900748
26,6177,2554,Malo,6,0.4134693216771896,74124,Bajo,1,0.46082607890350064,0.0414796846573681
40,4900,9726,Regular,3,1.9848979591836735,58800,Alto,1,0.3425634376736433,0.18645643824540126
31,4290,2213,Bueno,5,0.5158508158508158,51480,Bajo,0,0.28607149472124466,0.03458661815241561
25,10088,27464,Regular,7,2.7224425059476607,121056,Alto,1,0.8230227819966661,0.5450171821305843
55,8795,10829,Regular,0,1.2312677657760092,105540,Alto,1,0.7032783848860901,0.2087527794623004
43,11529,9153,Bueno,4,0.7939110070257611,138348,Alto,1,0.9564734210038897,0.17487366080452799
22,1394,45532,Bueno,6,32.66284074605452,16728,Alto,1,0.017873680311168746,0.9102486355366889
40,11029,14166,Regular,1,1.2844319521262126,132348,Alto,1,0.9101685497314318,0.2762078027087123
28,11998,7433,Regular,3,0.6195199199866644,143976,Alto,0,0.9999073902574551,0.1401051142106327
44,7111,18201,Bueno,3,2.559555618056532,85332,Alto,1,0.547323578440452,0.3577723873054376
49,2669,12399,Regular,5,4.645560134881978,32028,Alto,1,0.1359511020559363,0.2404891853648676
29,1958,5531,Regular,1,2.8248212461695608,23496,Alto,1,0.07010557510650121,0.10165757024459267
62,3059,38748,Bueno,7,12.666884602811376,36708,Alto,1,0.1720689016484534,0.7731150192035577
31,9316,39926,Bueno,6,4.285744954916273,111792,Alto,1,0.7515280607519912,0.7969274307661209
68,5461,20113,Bueno,5,3.6830250869804066,65532,Alto,1,0.394517503241341,0.39642207398423285
63,2852,42913,Bueno,1,15.046633941093969,34224,Alto,1,0.15289868494165587,0.8573074590661007
23,10932,19573,Bueno,4,1.7904317599707282,131184,Alto,1,0.9011854047045749,0.38550636749545175
26,6099,2763,Bueno,2,0.45302508607968517,73188,Bajo,0,0.4536025189849972,0.04570446735395189
32,10075,25671,Malo,0,2.5479900744416875,120900,Alto,1,0.8218188553435822,0.5087729937335759
34,4483,2060,Malo,5,0.45951371849208117,53796,Bajo,1,0.3039451750324134,0.031493834647260965
20,4653,2968,Bueno,2,0.6378680421233612,55836,Alto,0,0.3196888312650491,0.04984839296543359
38,5289,35439,Bueno,7,6.700510493477028,63468,Alto,1,0.3785886275236155,0.7062259955528604
60,3155,35209,Malo,0,11.159746434231378,37860,Alto,1,0.18095943693276534,0.7015767131594907
67,3621,18204,Regular,4,5.027340513670257,43452,Alto,1,0.22411557695869605,0.35783303011926415
42,7249,40518,Bueno,7,5.589460615257277,86988,Alto,1,0.5601037229116503,0.808894279361229
45,7876,10514,Bueno,5,1.3349415947181311,94512,Alto,1,0.6181700314873125,0.20238528401051142
41,9235,5073,Bueno,1,0.5493232268543584,110820,Bajo,0,0.744026671605853,0.09239943400040428
31,6306,17969,Regular,7,2.849508404693942,75672,Alto,1,0.47277273569179473,0.35308267636951685
46,10339,4444,Bueno,1,0.42982880355933845,124068,Bajo,0,0.8462678273754399,0.07968465736810187
38,1543,28899,Bueno,6,18.729099157485418,18516,Alto,1,0.03167253195036117,0.5740246614109562
63,9229,42035,Bueno,3,4.5546646440567775,110748,Alto,1,0.7434710131505835,0.8395593288861937
46,4620,34286,Malo,7,7.421212121212121,55440,Alto,1,0.31663270976106683,0.6829189407721852
51,9214,49389,Regular,5,5.360212719774257,110568,Alto,1,0.7420818670124097,0.9882150798463716
35,9762,5124,Bueno,4,0.5248924400737554,117144,Bajo,0,0.7928320059270236,0.09343036183545582
46,4595,29200,Bueno,3,6.354733405875952,55140,Alto,1,0.31431746619744394,0.5801091570648879
54,3502,20512,Malo,3,5.857224443175328,42024,Alto,1,0.2130950175958511,0.4044875682231655
58,4265,34887,Bueno,1,8.179835873388042,51180,Alto,1,0.28375625115762176,0.695067717808773
49,4994,22152,Regular,6,4.435722867440929,59928,Alto,1,0.35126875347286535,0.43763897311501915
69,3952,11656,Bueno,1,2.9493927125506074,47424,Alto,1,0.25476940174106316,0.22546998180715586
20,4694,35362,Bueno,6,7.533446953557733,56328,Alto,1,0.32348583070939063,0.7046694966646453
60,4613,46516,Malo,0,10.083676566225883,55356,Alto,1,0.31598444156325245,0.9301394784718011
36,1669,30030,Regular,7,17.99281006590773,20028,Alto,1,0.04334135951102057,0.5968870022235698
34,3268,25168,Regular,4,7.7013463892288865,39216,Alto,1,0.1914243378403408,0.49860521528198903
